name,tier,activation,ranked,description,source
Mad Inventor,4,False,False,"Once per session, your character may use this talent to make a Mechanics check to attempt to cobble together the functional equivalent of any item using spare parts or salvage. The difficulty of the check is based on the item's rarity; see Table I.4–1: Mad Inventor Item Rarity in the Genesys Core Rulebook. Your GM will modify the check based on the circumstances and might decide that some items simply can't be created with what's available (if you are being held in a prison cell, for instance). Your GM may spend [despair] on the check to indicate the item ends up being dangerous to the user and anyone around them in some way. For instance, a pistol might explode instead of running out of ammo, or a breathing mask might make the user light-headed.",GCRB
Masterful Casting,4,False,False,"When your character casts a spell, they may use this talent to spend [triumph] to trigger up to three different qualities or spell effects instead of one. These qualities or spell effects must be the ones that can be triggered by spending [advantage] or [triumph].",GEPG
Menace,4,False,False,"Once per round on the character's turn, the character may spend a maneuver to allow any suitably threatening creature linked through the Animal Companion talent and of Silhouette 2 or greater to perform the Menace maneuver when the creature is at short range with the enemy. The enemy gains ■ on his next Combat check against the character.",SS
Moving Target,4,False,True,"If the character has already acted this round, increase ranged defense by 1 per rank of moving target.",FIB
Multitasking,4,False,False,"Your character must be a Naaz-Rokha or have allegiance to the Naaz-Rokha Alliance to benefit from this talent. Once per encounter, your character may use this talent to exchange two maneuvers for an action. This allows your character to perform two actions during a single turn.","Your character must have two maneuvers available to exchange to use this talent. This means that unless your character has two free maneuvers during their turn, they must obtain a second maneuver by spending [advantage] [advantage] or suffering strain."
Not Today,4,False,False,"Your character must have purchased the Signature Vehicle talent to benefit from this talent. Once per session, spend a Story Point to save Signature Vehicle from destruction.",SOT
Offensive Driving,4,False,False,"While driving or piloting a vehicle, your character may use this talent to select one other vehicle within medium range and make an opposed Driving or Piloting versus Driving or Piloting check (depending on whether your character and their opponent pilot are using Driving or Piloting to control their vehicle) targeting the other vehicle's driver or pilot. If successful, roll twice on Table III.2–19: Critical Hit Result, on page 230 of the GENESYS Core Rulebook. Choose one Critical Hit result to apply to your character's vehicle, and the other to apply to the other vehicle. You may spend [triumph] to add +20 to one Critical Hit result. Your GM may spend [despair] to add +20 to both Critical Hit results.",SOTB
Overbalance,4,False,False,"Whenever an enemy engaged with the character makes a combat check, after the attack is resolved, the character may spend [despair] or [threat] [threat] [threat] to stagger the attacker until the end of the attacker's next turn.","ND, KTP"
Overcharge,4,False,False,"Once per encounter, your character may use this talent to make a Hard (◆◆◆) Mechanics check and choose one of their cybernetic implants that grants them one of the following: +1 to a characteristic rating, +1 rank to a skill, +1 rank of a ranked talent. If your character succeeds, until the end of the encounter, the chosen cybernetic instead provides +2 to the affected characteristic rating (to a maximum of 7), skill (to a maximum of 5), or ranked talent. Your GM may spend [despair] or [threat] [threat] [threat] from the check to have the overcharged cybernetic short out at the end of the encounter; it provides no benefit until your character spends several hours making an Average (◆◆) Mechanics check to repair it.",GCRB
Parkour! (Improved),4,False,False,"Your character must have purchased the Parkour! talent to benefit from this talent. Once per round, when using the Parkour! talent, your character may suffer 4 strain instead of 1 strain to move to any location within medium range instead of within short range. All other restrictions of Parkour! apply to this movement.",SOTB
Polymorph,4,False,False,"If your character has at least one rank in the Arcana or Divine skill, they can cast the transform spell. However, they can use the spell to only transform into magical or supernatural creatures (such as dragons, angels, demons or elementals).",GEPG
Pommel Smash,4,False,False,"After making a Melee combat check with a weapon that requires two hands to wield, your character may suffer 3 strain to use this talent to caused one engaged opponent of silhouette 2 or less to become staggered (unable to perform actions) until the end of your character's next turn.",EOTI
Precise Aim,4,False,True,"Once per round on the character's turn, when the character performs an Aim maneuver before attempting a combat check, may suffer a number of strain. The number of strain cannot exceed his ranks in Precise Aim. He then decreases the target's defense (ranged and melee) by one per strain suffered for that combat check.","EBGR, ECRB, SS"
Prey on the Weak,4,False,True,Add +1 damage to one hit of successful combat checks against disoriented targets per rank of Prey on the Weak.,"FIB, FCRB"
Pride and Joy (Supreme),4,False,False,"Once per session while inside your character's Pride and Joy, reduce its silhouette by 2 (to a minimum of 0) for the remainder of the round and the following round.",DOR
Prime Positions,4,False,True,"When this character or an ally in short range takes cover, he increases soak against ranged attacks by 1 per rank of Prime Positions until he leaves that cover.","FIB, KTP"
Prophetic Aim,4,False,False,"While benefiting from an Aim maneuver, [despair] from the character's Ranged checks cannot cause attacks to hit allies engaged with the target.",KTP
Push the Specs,4,False,False,"Your character may perform the Push the Specs action when in a ship or vehicle, attempting an Average (◆◆) Knowledge check. If your character is successful, the ships top speed increases by one for a number of rounds equal to their Intellect. May spend [advantage] and have the ship suffer two system strain to extend this effect for an additional round and may do so multiple times. The ship still cannot perform actions or maneuvers it could not perform normally.",FO
Quick-Witted,4,False,False,"Once per encounter, after another character makes a social skill check, your character may use this talent to make an Average (◆◆) Vigilance check. If successful, you may add a number of [success] or [advantage] (your choice) equal to your character's ranks in Charm to the other character's check. If your character fails, your character suffers 3 strain.",SOTB
Rain of Death,4,False,False,Perform the Rain of Death maneuver to ignore the increased difficulty due to the Auto-fire quality of attacks made this turn.,"FIB, DC"
Reflect (Supreme),4,False,False,"Your character must have purchased the Reflect Talent to benefit from this talent. If the user did not make a combat check during previous turn, may suffer 1 strain to use Reflect.",FCRB
Reinforced Frame,4,False,False,"Your character must have purchased the Signature Vehicle talent to benefit from this talent. Signature Vehicle gains Massive 1: when making an attack targeting the ship or vehicle, the Critical rating of any weapon used counts as 1 higher.",SOT
Reroute Processors,4,False,False,"Once per encounter, may take a Reroute Processors action, make an Average (◆◆) Computers check to reduce one of an artificial life form's characteristics by 1 and increase another of its characteristics by 1.",SM
Resist Questioning (Improved),4,False,False,"When one ally within short range is targeted by an opposed social check, your character may use Resist Questioning to affect this check instead. If the check fails, they may spend [despair] to indicate that the ally has provided false or misleading information that the target believes to be truthful.",CAM
Resolve,4,False,True,"When a character involuntarily suffers strain, he suffers 1 less strain per rank of Resolve to a minimum of 1.","ABGR, ACRB, EBGR, ECRB"
Savvy Negotiator,4,False,False,"While engaged in a debate or argument, make a Hard (◆◆◆) Negotiation check. If successful, a number of bystanders or observers equal to your Presence sees one of the opponent's points (chosen by your character) as maliciously unreasonable.","The GM has the final say as to whether bystanders could see a point as unreasonable, based on who those bystanders are and what the point is. In these cases, the GM can suggest a modified version of that argument that would be more believable."
Scathing Tirade (Supreme),4,False,False,"Your character must have purchased the Scathing Tirade talent to benefit from this talent. Your character may choose to suffer 1 strain to use the Scathing Tirade talent as a maneuver, instead of as an action.",GCRB
Second Chances,4,False,True,Once per encounter choose a number of positive dice equal to ranks in Second Chances and reroll them.,"SOT, FC"
Seen a Lot of Things,4,False,False,"Whenever your character fails a Knowledge check, they may spend [advantage] [advantage] [advantage] to roll the check again during their next turn.",DOR
Showboat,4,False,False,"When making a check in a vehicle, may suffer 2 strain to gain [triumph] on success or [despair] on failure.",SOT
Signature Spell (Improved),4,False,False,"Your character must have purchased the Signature Spell talent to benefit from this talent. When your character casts their signature spell, reduce the difficulty of the check by two instead of one.",ROT
Skilled Slicer,4,False,False,When making a Computers check may spend a [triumph] to make further Computers checks within this system as maneuvers.,"ACRB, ECRB"
Strength of Faith,4,False,False,"Once per session, your character may use this talent to add [success] equal to ranks in Discipline and [advantage] equal to their ranks in Willpower to the results of the next Divine skill check they make during this turn.",GEPG
Speaks Binary (Improved),4,False,False,"Your character must have purchased the Speaks Binary talent to benefit from this talent. When directing non-sentient NPC artificial life forms, those NPCs grant additional ■ in addition to other benefits.",SM
Spit Fire,4,False,False,"After a successful combined check with two Ranged (Light) weapons, additional hits can be allocated to other targets within range of the weapon.",FC
Spur (Improved),4,False,False,Your character must have purchased the Spur talent to benefit from this talent. Suffer 1 strain to attempt Spur as a maneuver and decrease its difficulty to Average (◆◆).,SOT
Steady Aim,4,False,False,Your character does not lose the benefits of the aim maneuver if they perform other maneuvers (including moving) or actions. Your character does lose the benefits of the aim maneuver if the encounter ends.,DOR
Street Smarts,4,False,True,"Once per session, may take a Street Smarts action; make a Formidable (◆◆◆◆◆) Streetwise or Knowledge check to learn one vital clue from the GM. Reduce the difficulty once per rank of Street Smarts.","ACRB, EBGR, ECRB, FCRB"
Supporting Evidence,4,False,True,"When assisting an ally with a Charm, Deception, Leadership, or Negotiation check, add automatic [advantage] per rank of Supporting Evidence.",DA
Targeted Firepower,4,False,False,"Once per session, identify one enemy target and make an appropriate Hard (◆◆◆) Knowledge check. If successful, for the rest of the encounter, allies within short range of your character add [advantage] to attacks against the target equal to [success] generated on the check.",DOR
Teleportation,4,False,False,"If your character has at least one rank in the Arcana skill, once per session, your character may use this talent to make a Daunting (◆◆◆◆) Arcana check. If they succeed, they instantly vanish and reappear in any other location in the world they already know about.","Your character may bring up to five allies with them when they teleport, but they must add ■ to the check for each ally. They may also teleport to different worlds or planes of existence; however, they must upgrade the difficulty of the check once (or more, at your GM's discretion) if they do so. Whenever your character uses this talent, your GM may spend [threat] to have the teleportation miss the location by a range band per [threat] spent, or may spend [threat] [threat] [threat] [threat] or [despair] to have the teleportation go catastrophically wrong (by having a character materialize in a wall, another person, or mid-air, for instance, with the awful consequences to be determined by your GM)."
That's How It's Done,4,False,True,May suffer 1 strain on successful skill check to add [advantage] to the same skill check made by a number of allies equal to Willpower within short range during the next round. Range increases with ranks. ,LBE
Trust No One,4,False,False,"When targeted by a social check, suffer 1 strain to add automatic [failure] to the check. If the check fails with [despair], your character may immediately perform a maneuver as an out-of-turn incidental.",DOR
Unrelenting,4,False,False,"Once per round after resolving a successful Brawl, Melee (Light), or Melee (Heavy) combat check, your character may suffer 4 strain to use this talent to make an additional melee attack as an incidental against the same target. Increase the difficulty of the combat check by one if this attack uses a second weapon, or by two if the attack uses the same weapon.",ROT
Unrelenting Skeptic,4,False,False,"When targeted by a Deception check, the character automatically adds [failure] to the check equal to ranks in Vigilance.","FH, EV"
Unstoppable,4,False,False,"If the percentile roll made when the character receives a Critical Injury is 1 or reduced to 1, the character does not receive the Critical Injury and suffers none of the effects.",ACRB
Urban Combatant,4,False,False,"When your character is targeted by a combat check while in an urban environment, you may spend one Story Point to use this talent before the dice pool is rolled. If you do so, your character's opponent removes all ■ added to the check, and instead adds an equal number of [failure] to the results.",SOTB
Venom-Soaked Blade,4,False,False,"When making a Melee (Light) combat check using a poisoned weapon, your character treats it as possessing the Burn 2 item quality.",ROT
Weak Foundation,4,False,False,"Once per game session, your character may identify one bunker, weapon emplacement, or other fixed combat structure (subject to the GM's approval) and then take a Weak Foundation action; make a Hard (◆◆◆) Knowledge check. If successful, until the end of the encounter, your character and all allies add automatic [advantage] [advantage] or [success] to all combat checks made targeting the structure (your character's choice).",FO
You Owe Me One (Improved),4,False,False,"Your character must have purchased the You Owe Me One talent to benefit from this talent. Once per session, you may spend two Story Points to use You Owe Me One to have one NPC in the current encounter owe your character a big favor instead of a favor. If the big favor is not resolved by the end of the encounter, it is forgotten.",SOTB
Against All Odds,5,False,False,"Once per session, after your character makes a check, they may use this talent to select one of the following types of results: [failure], [threat], or [despair]. If they select [failure], they then remove all [failure] and add an equal number of [success] to the results. If they select [threat], they then remove all [threat] and add an equal number of [advantage] to the results. If they select [despair], they then remove all [despair] and add an equal number of [triumph] to the results.","As part of using this talent, you must describe the awe-inspiring way in which your character overcomes any obstacles present in order to perform this feat."
Altered Deal,5,False,False,"Once per session, make a Hard (◆◆◆) Coercion check to radically change a previously made deal or bargain to your character's advantage.",DOR
Armor Master (Supreme),5,False,False,"Your character must have purchased the Armor Master talent to benefit from this talent. Once per round, when the character suffers a Critical Injury, he may suffer 3 strain to take the Armor Master incidental. If he does, he reduces the Critical Injury result that he suffers by 10 per point of his soak, to a minimum of 1.",KTP
Baleful Gaze,5,False,False,"When targeted by combat check from within medium range, may spend a Story Point to upgrade the difficulty of the check a number of times equal to ranks in Coercion.",KTP
Biggest Fan,5,False,False,"Once per session, may take a Biggest Fan action; make a Hard (◆◆◆) Charm check to turn one NPC into the character's biggest fan. The exact effects of this vary depending on the NPC and the situation. They can include drastically decreasing the difficulty of Social Interaction skill checks the character makes targeting his biggest fan, the fan being willing to perform minor or even significant favors for the character, or the character even becoming a reoccurring ally in the narrative. At the CM's discretion, this talent may not be able to target certain NPCs whose adversarial nature is vital to the plot, or NPCs who would be unable to appreciate the character's work.",FH
Bodyguard (Supreme),5,False,False,Your character must have purchased the Bodyguard talent to benefit from this talent. The Bodyguard maneuver may protect a number of engaged characters up to ranks in Resilience.,FIB
Comrades in Arms (Improved),5,False,False,Spend [triumph] or [advantage] [advantage] [advantage] when performing Comrades in Arms to also gain +1 soak or give one affected ally +1 soak.,DOR
Coordination Dodge,5,False,False,"When targeted by a combat check, may spend 1 Story Point to add [failure] equal to ranks in Coordination to check.","FH, ND"
Crucial Point,5,False,False,"Once per session, your character may introduce to negotiations one potential concession that an opponent will do nearly anything to obtain.",DOH
Crushing Blow,5,False,False,"Once per session after rolling a melee attack but before resolving the check, your character may suffer 4 strain to use this talent. While resolving the check, the weapon gains the Breach 1 and Knockdown item qualities and destroys one item the target is wielding that does not have the Reinforced quality.",ROT
Custom Loadout,5,False,False,Your character must have purchased the Signature Vehicle talent to benefit from this talent. May add one mount for a weapon or piece of equipment (approved by the GM).,SM
Dedication,5,False,True,Each rank of Dedication increases one of your character's characteristics by one. This talent cannot increase a characteristic above 5. You cannot increase the same characteristic with Dedication twice.,GCRB
Dire Animal Companion,5,False,False,"Your character must have purchased the Animal Companion talent to benefit from this talent. If your character has at least one rank in the Primal skill, the animal companion they have bonded with through the Animal Companion talent increases its Brawn by one, to a maximum of 5, and its wound threshold by four. If it is a nemesis, it increases its strain threshold by four. If it is a minion or rival, it becomes a nemesis and gains a strain threshold of 6. If it is silhouette 0, it becomes silhouette 1. Your character also chooses to increase either its Agility or Willpower by one, to a maximum of 5, and its Brawl, Discipline, Perception, or Survival by one to a maximum of 5.",GEPG
Double or Nothing (Supreme),5,False,False,"Your character must have purchased the Double or Nothing talent to benefit from this talent. When performing the Double or Nothing incidental, also double the number of [triumph] and [despair].",FC
Drone Master,5,False,False,"Your character may control two drones or minion groups of drones no larger than your character's Willpower (either via the rules found on page 233 or via the Animal Companion talent, found on page 77 of the GENESYS Core Rulebook). Your character resolves each drone's (or minion group's) turn individually, choosing the order in which they activate.",SOTB
Full Throttle (Supreme),5,False,False,"Your character must have purchased the Full Throttle talent to benefit from this talent. When performing Full Throttle, top speed increases by 2 instead of 1.","ACRB, ECRB, EV"
Ghost in The Machine,5,False,False,"As long as they have some sort of access point to the Network, your character may use this talent to make a Hard (◆◆◆) Computers (Hacking) check. If they succeed, they may select one drone, vehicle, or piece of equipment involved in the current encounter and dictate its actions until the start of your character's next turn.","Alternatively, your character can select someone with cybernetic implants or who is wearing powered armor or an exosuit and manipulate it until the beginning of your character's next turn. This must be approved by your GM but could include shutting off cybereyes, directing the movements of cyberlimbs, or causing an exosuit to eject its occupant."
Heavy Hitter,5,False,False,"Once per session, spend [triumph] on a successful Ranged (Heavy) or Gunnery check to add the Breach 1 quality to the attack, or increase an existing Breach rating by 1.","FIB, DC"
Indomitable,5,False,False,"Once per encounter, when your character would be incapacitated due to exceeding their wound or strain threshold, you may spend a Story Point to use this talent. Then, your character is not incapacitated until the end of their next turn. If your character reduces their strain or wounds to below their threshold before the end of their next turn, they are not incapacitated.",GCRB
Inside Knowledge,5,False,False,"Once per session, your character may make a Hard (◆◆◆) Skullduggery check while within an enemy facility or vessel. If successful, they can then find a single personal scale weapon or item they previously stashed there with a rarity no greater than their Cunning + 2. Alternatively, they can gain a narrative benefit such as knowing the codes to open sealed doors, the location of the commander's office, personality quirks or weaknesses amongst personnel, which security devices have been deactivated or broken, secret or concealed rooms, or some other equivalent type of information.",CAM
Inside Person,5,False,False,"Once per session, your character may spend a Story Point to establish they have previously been undercover gathering information in an identified enemy base or large vehicle. For the remainder of the session, add [advantage] [advantage] checks your character or their allies make that are associated with that location (such as checks to attack it or social checks targeting personnel in it).",CAM
Inspiring Leadership,5,False,False,"Make a Hard (◆◆◆) Leadership check. If successful, a number of allies not exceeding your character's Presence within short range add [success] to their next skill check.",DOR
Integral Weapon,5,False,False,"Your character must be a Titan to benefit from this talent. When you select this talent, choose one of the following weapons: an integral particle beam (Ranged [Heavy]; Damage 10; Critical 2; Range [Medium]; Superior, Vicious 2) or an integral grav-field for one fist (Brawl; Damage +5; Critical 3; Range [Engaged]; Concussive 1, Knockdown, Superior, when your character uses this weapon to attack a target with a lower silhouette than your character, the Knockdown quality triggers without spending [advantage]).","Your character is equipped with the weapon you choose. Either weapon requires one free hand to use (as it is a part of your character's palm or hand). It cannot be disarmed or damaged, but a Critical Injury that affects your character's arm may cause it to become unusable temporarily or permanently at your GM's discretion."
Just Kidding!,5,False,False,Once per round as an incidental spend 1 Story Point to ignore [despair] generated on a social check by the character or any ally in short range.,FC
Let's Talk This Over,5,False,False,"Once per game session, when a combat encounter against one or more sentient beings is about to begin, the character makes a Daunting (◆◆◆◆) Charm check. If successful, the combat encounter instead becomes a social encounter, with the PCs attempting to convince their opposition to back down, come around to their viewpoint, or accept a compromise. The GM is the final arbiter of how the situation resolves without violence (or how the combat encounter continues if the character's check is unsuccessful).",ROT
Master,5,False,False,"When you purchase this talent for your character, choose one skill. Once per round, your character may suffer 2 strain to use this talent to reduce the difficulty of the next check they make using that skill by two, to a minimum of Easy (◆).",GCRB
Master Demolitionist,5,False,False,"When resolving an attack from a personal scale explosive or ordinance weapon, your character may spend [advantage] or [triumph] to have the weapon's Blast quality affect all characters within short range (rather than engaged). If the weapon normally affects all characters within short range, then the range of the effect is increased to medium range instead.",FO
Master Driver/Pilot,5,False,False,"Once per round when driving, piloting, or operating a vehicle, may suffer 2 strain to perform any action as a maneuver.","ACRB, ETU, ECRB"
Master Grenadier,5,False,False,Decrease the [advantage] cost to activate the Blast quality on any attack by 1 to a minimum of 1.,"ACRB, DC"
Master Instructor,5,False,False,"Once per round, suffer 2 strain to allow an ally within short range to count as having the same number of ranks in Discipline as your character for the next Discipline check the ally makes.",DOH
Master Merchant,5,False,False,"When buying or selling goods, may suffer 2 strain to sell for 25% more or buy for 25% less.","ACRB, ECRB"
Master Plan,5,False,False,"Once per session, your character may use this talent to make a Hard (◆◆◆) Discipline check. If they succeed, they reveal that whatever terrible circumstances they currently find themselves in are all part of a brilliant plan that they established at an earlier point. They then choose one non-nemesis adversary in the encounter and reveal them to be a close friend or ally who has positioned themselves to help your character at this exact moment. ","The details of which character turns out to be an ally depend on the type of encounter and your GM's approval. However, the ally could also have done their work before-hand, such as loading a squadron of drones with blank ammunition, shutting down power to a security system, or planting a tracer in an opponent's vehicle."
Mind Breaker,5,False,False,"Your character must be a Druaa or have allegiance to the Naalu Collective to benefit from this talent. Once per session, your character may spend a Story Point to use this talent to make a Hard (◆◆◆) Discipline check. Whether the check succeeds or fails, all living opponents within medium range suffer strain equal to your character's Willpower rating. For every [success], one opponent of your character's choice within medium range suffers a Compromised Critical Injury. Your character may spend [advantage] to increase the strain suffered by all opponents by 1 per [advantage] spent.",EOTI
Most Impressive,5,False,False,Spend [triumph] from any skill check to allow a number of allies not exceeding your character's Presence within short range add [advantage] to their next check.,DOR
Overcharge (Improved),5,False,False,"Your character must have purchased the Overcharge talent to benefit from this talent. When using the Overcharge talent, your character may spend [advantage] [advantage] or [triumph] from the Mechanics check to immediately take one additional action. This talent can only be used once per check.",GCRB
Overwatch,5,False,False,"Once per round when an opponent attacks an ally who is within long range of your character, you may spend one Story Point and [threat] or [despair] to have your character use this talent to automatically hit the opponent with a ranged weapon your character is wielding, if the opponent is within the weapon's range. The hit deals the weapon's base damage plus additional damage equal to your character's ranks in the skill used to wield the weapon.",EOTI
Power of Darkness,5,False,False,"Once per session, may perform the Power of Darkness maneuver. Increase Wound Threshold and Strain Threshold by 1 per GM story point until the end of the encounter.",UP
Prepare to be Boarded,5,False,False,"Once per encounter, make an opposed Coercion vs Discipline check against an enemy ship captain. If successful, the enemy suffers 1 strain per [success] and surrenders their ship if they exceed their strain threshold. Spend [triumph] or [advantage] [advantage] [advantage] [advantage] to inflict strain equal to your character's ranks in Coercion.",DOR
Remote Personal Wormhole,5,False,False,"Your character must be a Creuss or have allegiance to the Ghosts of Creuss to benefit from this talent. Once per session, your character may use this talent to instantly teleport to another location that they can see or have previously visited. If the location is within extreme range, they do not have to make a skill check. If the location is beyond extreme range, your character must make a Hard (◆◆◆) Discipline check when they use this talent. They may teleport up to 100 kilometers per [success], or spend [triumph] to be able to teleport up to 1,000 kilometers per [success] instead.","If your character teleports 100 kilometers or more, they are staggered for a number of rounds equal to the number of kilometers teleported divided by 10 (rounding up). They may spend [advantage] to reduce the number of rounds they are staggered by one per [advantage] spent."
Retribution,5,False,False,"Once per round when an adversary attacks an ally within medium range, your character may spend one Story Point to use this talent to automatically hit that enemy once with a weapon your character is wielding, if the enemy is within the weapon's range. The hit deals the weapon's base damage, plus any damage from applicable talents or abilities.",ROT
Ruinous Repartee,5,False,False,"Once per encounter, your character may use this talent to make an opposed Charm or Coercion versus Discipline check targeting one character within medium range (or within earshot). If successful, the target suffers strain equal to twice your character's Presence, plus one additional strain per [success]. Your character heals strain equal to the strain inflicted. If incapacitated due to this talent, the target could flee the scene in shame, collapse in a dejected heap, or throw themself at your character in fury, depending on your GM and the nature of your character's witty barbs.",GCRB
Speaks Binary (Supreme),5,False,False,"Once per encounter, may perform the Speaks Binary maneuver. A number of NPC artificial life forms up to ranks in Speaks Binary may use the character's ranks for 1 skill of character's choice.",SM
Spur (Supreme),5,False,False,"Your character must have purchased the Spur talent to benefit from this talent. When activating and maintaining Spur, the beast only suffers 1 strain instead of 2.",SOT
Superhuman Reflexes,5,False,False,"Once per session, after generating [despair] on a Piloting check cancel the [despair] and add [success] equal to ranks in Cool.",EV
Teleportation (Improved),5,False,True,"Your character must have purchased the Teleportation talent to benefit from this talent. Your character may use this talent to make a Hard (◆◆◆) Arcana check to create a permanent beacon, glyph, or teleportation circle in a location (how it appears is up to you and your GM, but it should be large and noticeable). ","When your character uses the Teleportation talent, if they choose to teleport to the location of their beacon, glyph, or teleportation circle, the difficulty of the check is Average (◆◆) and they do not add ■ for teleporting allies. They also do not upgrade the difficulty of the check to teleport to a different world or planes of existence."
Thorough Assessment,5,False,False,"Once per session, take a Thorough Assessment action: make a Hard (◆◆◆) Knowledge check to gain ■ equal to [success] that can be distributed during the encounter.","DA, LBE"
Trick of The Light,5,False,False,"When making a combat check with a laser or maser weapon, your character may use this talent to spend [advantage] to inflict one additional hit with this weapon, dealing base damage plus damage equal to the total number of [success] scored on the check. This hit may target the original target or another target within short range of the original target.",SOTB
Unrelenting Skeptic (Improved),5,False,False,"Your character must have purchased the Unrelenting Skeptic talent to benefit from this talent. When targeted by a Deception check that fails, may spend 1 Story Point to add [despair] to results.",FH
Web of Knowledge,5,False,False,"Once per session your character may make an Average (◆◆) Knowledge (Net) check during a Network encounter. If you succeed, your character knows the names, strengths, and other qualities of all ice (active or deactivated) on one system that you currently have access to, as well as all other characters (sysops and runners) that currently are accessing that system. ",Your character may spend [advantage] [advantage] [advantage] or [triumph] from this check (whether or not they succeeded) to add [success] to all Computer checks involving that system that they make for the remainder of the encounter.
Whirlwind,5,False,False,"Your character may suffer 4 strain to use this talent to make a Brawl, Melee (Light), or Melee (Heavy) attack against the engaged adversary who is hardest to hit (as determined by the GM), increasing the difficulty by one. If the combat check succeeds, each adversary engaged with the character suffers one hit from the attack, that deals base damage plus damage equal to the total [success] scored on the check.",ROT
Void Baron,5,False,False,"After making a Piloting check, your character may spend [advantage] [advantage] or [triumph] from the results to use this talent to make a combat check as a maneuver.",EOTI
Zealous Fire,5,False,False,"Each time your Game Master spends a Story Point, your character heals 2 strain.",ROT
